,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1385965397275512832,1385965397275512832,"Humanity come first. War is on borders not in our heart 😥 #PrayForIndia #IndiaNeedsOxygen
",humanity come first war is on borders not in our heart,0.3684054087881016,0.77441937,Supportive,Supportive,Supportive,Supportive,en
1385996421569056772,1385996421569056772,"Recent wave of #covid19 hitting very hard asian countries specially India &amp; Pakistan. Both the governmnts should no… https://t.co/rkceSMIEkt
",recent wave of hitting very hard asian countries specially india amp pakistan both the governmnts should no,0.0300927854123868,0.6946011,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385690089100087297,1385690089100087297,"2021: What's the New Definition of SHAME? Answer: Two Nuclear power countries.  One Facing lack of Vaccines Another… https://t.co/wzCi7Ivvp3
",2021 what s the new definition of shame answer two nuclear power countries one facing lack of vaccines another,0.0381650719421869,0.69609267,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385942999599833089,1385942999599833089,"@JamwalNidhi @siddiq_mifra ""Insensitive"" is too mild a word to describe #AmitShah and his party's hedious behavior.… https://t.co/NrkS2Wj9la
",insensitive is too mild a word to describe and his party s hedious behavior,0.0103991979718389,0.630542,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386407153578119168,1386407153578119168,"RT @ldntriple3: Is a mutant variant of Covid-19 to blame for the surge of infections in India? Indians need help, the world must help.  #In…
",rt is a mutant variant of covid 19 to blame for the surge of infections in india indians need help the world must help,0.0038599209910099,0.7421505,Supportive,Supportive,Supportive,Supportive,en
1385565448272449546,1385565448272449546,"RT @BeingUsamaVirk: India is suffering. Heartbreaking facts coming out of the neighbor country. #IndiaNeedsOxygen #IndianLivesMatter #India…
",rt india is suffering heartbreaking facts coming out of the neighbor country,0.0278721276760114,0.66684234,Supportive,Supportive,Supportive,Supportive,en
1386125115637723139,1386125115637723139,"RT @mawish_m: This is India right now: unable to breathe, desperate for oxygen. Men and women struggling for life on the streets. So many f…
",rt this is india right now unable to breathe desperate for oxygen men and women struggling for life on the streets so many f,0.0217790356897825,0.7485891,Supportive,Supportive,Supportive,Supportive,en
1385850922308415490,1385850922308415490,"It is certainly a hardship for many, but we can also see it as a mercy from Allah for those who trust in Him. We mu… https://t.co/nAhWjHtldW
",it is certainly a hardship for many but we can also see it as a mercy from allah for those who trust in him we mu,0.0192208388713619,0.7474276,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385490973967454208,1385490973967454208,"Such harrowing scenes from India. No beds. No oxygen available in the hospitals. People dying like flies. Prayers f… https://t.co/Ob120Uab4W
",such harrowing scenes from india no beds no oxygen available in the hospitals people dying like flies prayers f,0.0239971389295448,0.7923463,Supportive,Supportive,Supportive,Supportive,en
1387089098200911883,1387089098200911883,"#SaudiArabia oxygen Thanks you❤ Saudi Arabia   for donate 80 metric ton liquid oxygen to India 🇮🇳 We are very thank… https://t.co/F3uUWSkCpr
",oxygen thanks you saudi arabia for donate 80 metric ton liquid oxygen to india we are very thank,0.0073810026824343,0.7690001,Supportive,Supportive,Supportive,Supportive,en
1385856826139422720,1385856826139422720,"@sambitswaraj @narendramodi Yes, please distribute e-property cards , where is the accountability of conducting kub… https://t.co/DcB7vpaIoO
",yes please distribute e property cards where is the accountability of conducting kub,0.0049937999407172,0.68968534,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385814459231440898,1385814459231440898,"It takes a common enemy to unite two enemies. Let's use this time of dispair as a bridge of healing. #PakistanstandswithIndia
",it takes a common enemy to unite two enemies let s use this time of dispair as a bridge of healing,0.036756148529414,0.6429887,Supportive,Supportive,Supportive,Supportive,en
1385902920235896832,1385902920235896832,"Worda even cannot describe the Pain what brutality india is doing in kasmir..india must stop this agression now #EndiaSaySorryToKashmir
",worda even cannot describe the pain what brutality india is doing in kasmir india must stop this agression now,0.0051414165570615,0.73504025,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386257777757130753,1386257777757130753,"RT @IKTiger19: #EndiaSaySorryToKashmir  This is the hight time for the world to make #India realize the plight of #Kashmiris
",rt this is the hight time for the world to make realize the plight of,0.0164680939918497,0.64087504,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386016521164673025,1386016521164673025,"I’m feeling very sad for Indians who lost their dear ones due to covid19. #IndiaNeedsOxygen
",i m feeling very sad for indians who lost their dear ones due to covid19,0.0362164081710606,0.6707443,Supportive,Supportive,Supportive,Supportive,en
1385824297659166720,1385824297659166720,"@bluecrossindia1 came with a dying cat . #bluecrossindia asked fr bribe instead of treating a life .Bribery is a cr… https://t.co/wP1jVX4Khb
",came with a dying cat asked fr bribe instead of treating a life bribery is a cr,0.0034549597483948,0.62388396,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385878822550114306,1385878822550114306,"Be the reason someone smiles. Be the reason someone feels loved and believes in the goodness in people.… https://t.co/5ACcCfPxyW
",be the reason someone smiles be the reason someone feels loved and believes in the goodness in people,0.1278893838218274,0.7166397,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386350547884658688,1386350547884658688,"A great gesture by Pakistani people's To trend #indianeedoxygen #IndianLivesMatter  Thanku everyone for Showing the… https://t.co/8uO5ITKmH6
",a great gesture by pakistani people s to trend thanku everyone for showing the,0.29977867498564,0.73713005,Supportive,Supportive,Supportive,Supportive,en
1386017495002267648,1386017495002267648,"Our thoughts are with you all Indians, May Almighty ALLAH help you in this critical moment and give you speedy reco… https://t.co/UQtp4yL6JS
",our thoughts are with you all indians may almighty allah help you in this critical moment and give you speedy reco,0.0705184733662855,0.7941332,Supportive,Supportive,Supportive,Supportive,en
1385685218590404611,1385685218590404611,"RT @ZeeKayKay8th: @RaviShastriOfc @devdpd07 @imVkohli @RCBTweets IPL should be cancelled due to #COVID19 breakout in india, All the cricket…
",rt ipl should be cancelled due to breakout in india all the cricket,0.0161774126656778,0.72804004,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386596186677825536,1386596186677825536,"Time for the bollywood tycoons to donate their wealth back to ppl from which they earned.  #indianeedoxygen… https://t.co/kRcJ4Bvqyk
",time for the bollywood tycoons to donate their wealth back to ppl from which they earned,0.0118729828146799,0.58160573,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386021178360356869,1386021178360356869,"He took 1000s of credits, one critics buried all the credits. It's not critics,  it's the fact.  When people are dy… https://t.co/0e8f8jGPkg
",he took 1000s of credits one critics buried all the credits it s not critics it s the fact when people are dy,0.0062518851686603,0.6852224,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385740060885192704,1385740060885192704,"Or may Allah have mercy on all humanity and we will not be able to fight this epidemic. O God, help the people of I… https://t.co/44e0pqFdJu
",or may allah have mercy on all humanity and we will not be able to fight this epidemic o god help the people of i,0.0557456928927607,0.819062,Supportive,Supportive,Supportive,Supportive,en
1386219874087747584,1386219874087747584,"#EndiaSaySorryToKashmir is trending. But an apology would never be enough for all the human rights abuses India has… https://t.co/S8wC6aUnDq
",is trending but an apology would never be enough for all the human rights abuses india has,0.0013471661786823,0.73351866,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386510170361143296,1386510170361143296,"A country with Nuclear Bombs, 2nd largest Army and the strongest intelligent agency is now crying for oxygen. 💔  Th… https://t.co/XxGwW5GD4k
",a country with nuclear bombs 2nd largest army and the strongest intelligent agency is now crying for oxygen th,0.0051972596549824,0.7478847,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385765488374865920,1385765488374865920,"#PakistanstandswithIndia is trending on twitter.   We always need this kind of brotherhood between both the countries!!
",is trending on twitter we always need this kind of brotherhood between both the countries,0.5313075652368664,0.65259033,Supportive,Supportive,Supportive,Supportive,en
1386127307505508352,1386127307505508352,"@BlockGeekDima Am so humbled by Vitalik's charitable acts. May this kind deed indeed multiply in the noble month of… https://t.co/iIT28KjLcj
",am so humbled by vitalik s charitable acts may this kind deed indeed multiply in the noble month of,0.0353393856097018,0.80671024,Supportive,Supportive,Supportive,Supportive,en
1385825988689371137,1385825988689371137,"RT @lifeofvino: She came up my mind when I saw #PakistanstandswithIndia . Humanity lives but will live elsewhere. https://t.co/R0djaVZ1Th
",rt she came up my mind when i saw humanity lives but will live elsewhere,0.01763928953779,0.65477604,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385346424657883139,1385346424657883139,"“The bond of our common humanity is stronger than the divisiveness of our fears and prejudices” - Jimmy Carter.… https://t.co/ppsQ8tfqV8
",the bond of our common humanity is stronger than the divisiveness of our fears and prejudices jimmy carter,0.0545438893208185,0.72683465,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1385794979474419712,1385794979474419712,"Get well soon Dear Neighbors. This time will Pass. Stay Strong, May Allah bless You All.💔 #PakistanstandswithIndia
",get well soon dear neighbors this time will pass stay strong may allah bless you all,0.0339004124490057,0.7883109,Supportive,Supportive,Supportive,Supportive,en
1385872172334436357,1385872172334436357,"You become a better person. You give someone reason to believe in good and do good. Rise, rise above these boundari… https://t.co/VMPdrNjWGg
",you become a better person you give someone reason to believe in good and do good rise rise above these boundari,0.0685774907375136,0.73401326,Not Supportive,Supportive,Supportive,Supportive,en
